"start","end","downloads","package","total"
2019-07-01,2019-07-31,468,"animint2",468
2019-08-01,2019-08-31,392,"animint2",860
2019-09-01,2019-09-30,379,"animint2",1239
2019-10-01,2019-10-31,276,"animint2",1515
2019-11-01,2019-11-30,354,"animint2",1869
2019-12-01,2019-12-31,337,"animint2",2206
2020-01-01,2020-01-31,515,"animint2",2721
2020-02-01,2020-02-29,470,"animint2",3191
2020-03-01,2020-03-31,437,"animint2",3628
2020-04-01,2020-04-30,76,"animint2",3704
2020-05-01,2020-05-31,104,"animint2",3808
2020-06-01,2020-06-30,106,"animint2",3914
2020-07-01,2020-07-23,61,"animint2",3975
2019-05-01,2019-05-31,540,"ANOVAShiny",540
2019-06-01,2019-06-30,243,"ANOVAShiny",783
2019-07-01,2019-07-31,530,"ANOVAShiny",1313
2019-08-01,2019-08-31,503,"ANOVAShiny",1816
2019-09-01,2019-09-30,482,"ANOVAShiny",2298
2019-10-01,2019-10-31,377,"ANOVAShiny",2675
2019-11-01,2019-11-30,445,"ANOVAShiny",3120
2019-12-01,2019-12-31,411,"ANOVAShiny",3531
2020-01-01,2020-01-31,594,"ANOVAShiny",4125
2020-02-01,2020-02-29,520,"ANOVAShiny",4645
2020-03-01,2020-03-31,504,"ANOVAShiny",5149
2020-04-01,2020-04-30,549,"ANOVAShiny",5698
2020-05-01,2020-05-31,885,"ANOVAShiny",6583
2020-06-01,2020-06-30,766,"ANOVAShiny",7349
2020-07-01,2020-07-23,399,"ANOVAShiny",7748
2019-05-01,2019-05-31,468,"ASSOCShiny",468
2019-06-01,2019-06-30,188,"ASSOCShiny",656
2019-07-01,2019-07-31,521,"ASSOCShiny",1177
2019-08-01,2019-08-31,285,"ASSOCShiny",1462
2019-09-01,2019-09-30,371,"ASSOCShiny",1833
2019-10-01,2019-10-31,324,"ASSOCShiny",2157
2019-11-01,2019-11-30,420,"ASSOCShiny",2577
2019-12-01,2019-12-31,380,"ASSOCShiny",2957
2020-01-01,2020-01-31,485,"ASSOCShiny",3442
2020-02-01,2020-02-29,434,"ASSOCShiny",3876
2020-03-01,2020-03-31,446,"ASSOCShiny",4322
2020-04-01,2020-04-30,503,"ASSOCShiny",4825
2020-05-01,2020-05-31,802,"ASSOCShiny",5627
2020-06-01,2020-06-30,691,"ASSOCShiny",6318
2020-07-01,2020-07-23,390,"ASSOCShiny",6708
2018-01-01,2018-01-31,357,"autoplotly",357
2018-02-01,2018-02-28,222,"autoplotly",579
2018-03-01,2018-03-31,290,"autoplotly",869
2018-04-01,2018-04-30,987,"autoplotly",1856
2018-05-01,2018-05-31,396,"autoplotly",2252
2018-06-01,2018-06-30,273,"autoplotly",2525
2018-07-01,2018-07-31,241,"autoplotly",2766
2018-08-01,2018-08-31,237,"autoplotly",3003
2018-09-01,2018-09-30,504,"autoplotly",3507
2018-10-01,2018-10-31,582,"autoplotly",4089
2018-11-01,2018-11-30,487,"autoplotly",4576
2018-12-01,2018-12-31,384,"autoplotly",4960
2019-01-01,2019-01-31,484,"autoplotly",5444
2019-02-01,2019-02-28,429,"autoplotly",5873
2019-03-01,2019-03-31,556,"autoplotly",6429
2019-04-01,2019-04-30,598,"autoplotly",7027
2019-05-01,2019-05-31,709,"autoplotly",7736
2019-06-01,2019-06-30,425,"autoplotly",8161
2019-07-01,2019-07-31,625,"autoplotly",8786
2019-08-01,2019-08-31,479,"autoplotly",9265
2019-09-01,2019-09-30,616,"autoplotly",9881
2019-10-01,2019-10-31,543,"autoplotly",10424
2019-11-01,2019-11-30,591,"autoplotly",11015
2019-12-01,2019-12-31,548,"autoplotly",11563
2020-01-01,2020-01-31,758,"autoplotly",12321
2020-02-01,2020-02-29,790,"autoplotly",13111
2020-03-01,2020-03-31,716,"autoplotly",13827
2020-04-01,2020-04-30,803,"autoplotly",14630
2020-05-01,2020-05-31,1085,"autoplotly",15715
2020-06-01,2020-06-30,949,"autoplotly",16664
2020-07-01,2020-07-23,454,"autoplotly",17118
2017-08-01,2017-08-31,180,"billboarder",180
2017-09-01,2017-09-30,234,"billboarder",414
2017-10-01,2017-10-31,1006,"billboarder",1420
2017-11-01,2017-11-30,226,"billboarder",1646
2017-12-01,2017-12-31,139,"billboarder",1785
2018-01-01,2018-01-31,536,"billboarder",2321
2018-02-01,2018-02-28,317,"billboarder",2638
2018-03-01,2018-03-31,241,"billboarder",2879
2018-04-01,2018-04-30,401,"billboarder",3280
2018-05-01,2018-05-31,983,"billboarder",4263
2018-06-01,2018-06-30,344,"billboarder",4607
2018-07-01,2018-07-31,327,"billboarder",4934
2018-08-01,2018-08-31,1620,"billboarder",6554
2018-09-01,2018-09-30,552,"billboarder",7106
2018-10-01,2018-10-31,1481,"billboarder",8587
2018-11-01,2018-11-30,590,"billboarder",9177
2018-12-01,2018-12-31,415,"billboarder",9592
2019-01-01,2019-01-31,1023,"billboarder",10615
2019-02-01,2019-02-28,520,"billboarder",11135
2019-03-01,2019-03-31,602,"billboarder",11737
2019-04-01,2019-04-30,619,"billboarder",12356
2019-05-01,2019-05-31,1191,"billboarder",13547
2019-06-01,2019-06-30,975,"billboarder",14522
2019-07-01,2019-07-31,1546,"billboarder",16068
2019-08-01,2019-08-31,1392,"billboarder",17460
2019-09-01,2019-09-30,1535,"billboarder",18995
2019-10-01,2019-10-31,2405,"billboarder",21400
2019-11-01,2019-11-30,2910,"billboarder",24310
2019-12-01,2019-12-31,2696,"billboarder",27006
2020-01-01,2020-01-31,3588,"billboarder",30594
2020-02-01,2020-02-29,3039,"billboarder",33633
2020-03-01,2020-03-31,3186,"billboarder",36819
2020-04-01,2020-04-30,3257,"billboarder",40076
2020-05-01,2020-05-31,3734,"billboarder",43810
2020-06-01,2020-06-30,3279,"billboarder",47089
2020-07-01,2020-07-23,2008,"billboarder",49097
2017-12-01,2017-12-31,578,"BioCircos",578
2018-01-01,2018-01-31,202,"BioCircos",780
2018-02-01,2018-02-28,647,"BioCircos",1427
2018-03-01,2018-03-31,187,"BioCircos",1614
2018-04-01,2018-04-30,284,"BioCircos",1898
2018-05-01,2018-05-31,246,"BioCircos",2144
2018-06-01,2018-06-30,333,"BioCircos",2477
2018-07-01,2018-07-31,207,"BioCircos",2684
2018-08-01,2018-08-31,170,"BioCircos",2854
2018-09-01,2018-09-30,423,"BioCircos",3277
2018-10-01,2018-10-31,398,"BioCircos",3675
2018-11-01,2018-11-30,412,"BioCircos",4087
2018-12-01,2018-12-31,330,"BioCircos",4417
2019-01-01,2019-01-31,442,"BioCircos",4859
2019-02-01,2019-02-28,379,"BioCircos",5238
2019-03-01,2019-03-31,1092,"BioCircos",6330
2019-04-01,2019-04-30,654,"BioCircos",6984
2019-05-01,2019-05-31,784,"BioCircos",7768
2019-06-01,2019-06-30,435,"BioCircos",8203
2019-07-01,2019-07-31,651,"BioCircos",8854
2019-08-01,2019-08-31,466,"BioCircos",9320
2019-09-01,2019-09-30,583,"BioCircos",9903
2019-10-01,2019-10-31,561,"BioCircos",10464
2019-11-01,2019-11-30,577,"BioCircos",11041
2019-12-01,2019-12-31,584,"BioCircos",11625
2020-01-01,2020-01-31,738,"BioCircos",12363
2020-02-01,2020-02-29,690,"BioCircos",13053
2020-03-01,2020-03-31,682,"BioCircos",13735
2020-04-01,2020-04-30,753,"BioCircos",14488
2020-05-01,2020-05-31,995,"BioCircos",15483
2020-06-01,2020-06-30,904,"BioCircos",16387
2020-07-01,2020-07-23,480,"BioCircos",16867
2018-11-01,2018-11-30,196,"bipartiteD3",196
2018-12-01,2018-12-31,275,"bipartiteD3",471
2019-01-01,2019-01-31,327,"bipartiteD3",798
2019-02-01,2019-02-28,294,"bipartiteD3",1092
2019-03-01,2019-03-31,673,"bipartiteD3",1765
2019-04-01,2019-04-30,423,"bipartiteD3",2188
2019-05-01,2019-05-31,485,"bipartiteD3",2673
2019-06-01,2019-06-30,228,"bipartiteD3",2901
2019-07-01,2019-07-31,430,"bipartiteD3",3331
2019-08-01,2019-08-31,335,"bipartiteD3",3666
2019-09-01,2019-09-30,402,"bipartiteD3",4068
2019-10-01,2019-10-31,330,"bipartiteD3",4398
2019-11-01,2019-11-30,414,"bipartiteD3",4812
2019-12-01,2019-12-31,389,"bipartiteD3",5201
2020-01-01,2020-01-31,501,"bipartiteD3",5702
2020-02-01,2020-02-29,495,"bipartiteD3",6197
2020-03-01,2020-03-31,493,"bipartiteD3",6690
2020-04-01,2020-04-30,559,"bipartiteD3",7249
2020-05-01,2020-05-31,768,"bipartiteD3",8017
2020-06-01,2020-06-30,646,"bipartiteD3",8663
2020-07-01,2020-07-23,340,"bipartiteD3",9003
2012-10-01,2012-10-31,13,"BiplotGUI",13
2012-11-01,2012-11-30,71,"BiplotGUI",84
2012-12-01,2012-12-31,116,"BiplotGUI",200
2013-01-01,2013-01-31,156,"BiplotGUI",356
2013-02-01,2013-02-28,122,"BiplotGUI",478
2013-03-01,2013-03-31,194,"BiplotGUI",672
2013-04-01,2013-04-30,212,"BiplotGUI",884
2013-05-01,2013-05-31,182,"BiplotGUI",1066
2013-06-01,2013-06-30,218,"BiplotGUI",1284
2013-07-01,2013-07-31,201,"BiplotGUI",1485
2013-08-01,2013-08-31,206,"BiplotGUI",1691
2013-09-01,2013-09-30,245,"BiplotGUI",1936
2013-10-01,2013-10-31,213,"BiplotGUI",2149
2013-11-01,2013-11-30,218,"BiplotGUI",2367
2013-12-01,2013-12-31,200,"BiplotGUI",2567
2014-01-01,2014-01-31,264,"BiplotGUI",2831
2014-02-01,2014-02-28,232,"BiplotGUI",3063
2014-03-01,2014-03-31,322,"BiplotGUI",3385
2014-04-01,2014-04-30,292,"BiplotGUI",3677
2014-05-01,2014-05-31,278,"BiplotGUI",3955
2014-06-01,2014-06-30,264,"BiplotGUI",4219
2014-07-01,2014-07-31,262,"BiplotGUI",4481
2014-08-01,2014-08-31,448,"BiplotGUI",4929
2014-09-01,2014-09-30,339,"BiplotGUI",5268
2014-10-01,2014-10-31,385,"BiplotGUI",5653
2014-11-01,2014-11-30,435,"BiplotGUI",6088
2014-12-01,2014-12-31,332,"BiplotGUI",6420
2015-01-01,2015-01-31,459,"BiplotGUI",6879
2015-02-01,2015-02-28,360,"BiplotGUI",7239
2015-03-01,2015-03-31,457,"BiplotGUI",7696
2015-04-01,2015-04-30,526,"BiplotGUI",8222
2015-05-01,2015-05-31,437,"BiplotGUI",8659
2015-06-01,2015-06-30,366,"BiplotGUI",9025
2015-07-01,2015-07-31,323,"BiplotGUI",9348
2015-08-01,2015-08-31,385,"BiplotGUI",9733
2015-09-01,2015-09-30,403,"BiplotGUI",10136
2015-10-01,2015-10-31,445,"BiplotGUI",10581
2015-11-01,2015-11-30,507,"BiplotGUI",11088
2015-12-01,2015-12-31,367,"BiplotGUI",11455
2016-01-01,2016-01-31,371,"BiplotGUI",11826
2016-02-01,2016-02-29,355,"BiplotGUI",12181
2016-03-01,2016-03-31,298,"BiplotGUI",12479
2016-04-01,2016-04-30,265,"BiplotGUI",12744
2016-05-01,2016-05-31,287,"BiplotGUI",13031
2016-06-01,2016-06-30,207,"BiplotGUI",13238
2016-07-01,2016-07-31,265,"BiplotGUI",13503
2016-08-01,2016-08-31,141,"BiplotGUI",13644
2016-09-01,2016-09-30,201,"BiplotGUI",13845
2016-10-01,2016-10-31,327,"BiplotGUI",14172
2016-11-01,2016-11-30,241,"BiplotGUI",14413
2016-12-01,2016-12-31,201,"BiplotGUI",14614
2017-01-01,2017-01-31,306,"BiplotGUI",14920
2017-02-01,2017-02-28,237,"BiplotGUI",15157
2017-03-01,2017-03-31,246,"BiplotGUI",15403
2017-04-01,2017-04-30,313,"BiplotGUI",15716
2017-05-01,2017-05-31,295,"BiplotGUI",16011
2017-06-01,2017-06-30,254,"BiplotGUI",16265
2017-07-01,2017-07-31,277,"BiplotGUI",16542
2017-08-01,2017-08-31,240,"BiplotGUI",16782
2017-09-01,2017-09-30,248,"BiplotGUI",17030
2017-10-01,2017-10-31,293,"BiplotGUI",17323
2017-11-01,2017-11-30,233,"BiplotGUI",17556
2017-12-01,2017-12-31,163,"BiplotGUI",17719
2018-01-01,2018-01-31,251,"BiplotGUI",17970
2018-02-01,2018-02-28,325,"BiplotGUI",18295
2018-03-01,2018-03-31,224,"BiplotGUI",18519
2018-04-01,2018-04-30,374,"BiplotGUI",18893
2018-05-01,2018-05-31,338,"BiplotGUI",19231
2018-06-01,2018-06-30,386,"BiplotGUI",19617
2018-07-01,2018-07-31,274,"BiplotGUI",19891
2018-08-01,2018-08-31,180,"BiplotGUI",20071
2018-09-01,2018-09-30,477,"BiplotGUI",20548
2018-10-01,2018-10-31,476,"BiplotGUI",21024
2018-11-01,2018-11-30,369,"BiplotGUI",21393
2018-12-01,2018-12-31,318,"BiplotGUI",21711
2019-01-01,2019-01-31,448,"BiplotGUI",22159
2019-02-01,2019-02-28,399,"BiplotGUI",22558
2019-03-01,2019-03-31,415,"BiplotGUI",22973
2019-04-01,2019-04-30,430,"BiplotGUI",23403
2019-05-01,2019-05-31,563,"BiplotGUI",23966
2019-06-01,2019-06-30,256,"BiplotGUI",24222
2019-07-01,2019-07-31,409,"BiplotGUI",24631
2019-08-01,2019-08-31,337,"BiplotGUI",24968
2019-09-01,2019-09-30,372,"BiplotGUI",25340
2019-10-01,2019-10-31,307,"BiplotGUI",25647
2019-11-01,2019-11-30,386,"BiplotGUI",26033
2019-12-01,2019-12-31,352,"BiplotGUI",26385
2020-01-01,2020-01-31,411,"BiplotGUI",26796
2020-02-01,2020-02-29,534,"BiplotGUI",27330
2020-03-01,2020-03-31,328,"BiplotGUI",27658
2020-04-01,2020-04-30,441,"BiplotGUI",28099
2020-05-01,2020-05-31,585,"BiplotGUI",28684
2020-06-01,2020-06-30,471,"BiplotGUI",29155
2020-07-01,2020-07-23,241,"BiplotGUI",29396
2019-05-01,2019-05-31,446,"BLRShiny",446
2019-06-01,2019-06-30,171,"BLRShiny",617
2019-07-01,2019-07-31,389,"BLRShiny",1006
2019-08-01,2019-08-31,363,"BLRShiny",1369
2019-09-01,2019-09-30,409,"BLRShiny",1778
2019-10-01,2019-10-31,264,"BLRShiny",2042
2019-11-01,2019-11-30,443,"BLRShiny",2485
2019-12-01,2019-12-31,560,"BLRShiny",3045
2020-01-01,2020-01-31,459,"BLRShiny",3504
2020-02-01,2020-02-29,411,"BLRShiny",3915
2020-03-01,2020-03-31,441,"BLRShiny",4356
2020-04-01,2020-04-30,484,"BLRShiny",4840
2020-05-01,2020-05-31,738,"BLRShiny",5578
2020-06-01,2020-06-30,571,"BLRShiny",6149
2020-07-01,2020-07-23,320,"BLRShiny",6469
2018-07-01,2018-07-31,152,"bnviewer",152
2018-08-01,2018-08-31,238,"bnviewer",390
2018-09-01,2018-09-30,318,"bnviewer",708
2018-10-01,2018-10-31,334,"bnviewer",1042
2018-11-01,2018-11-30,306,"bnviewer",1348
2018-12-01,2018-12-31,590,"bnviewer",1938
2019-01-01,2019-01-31,357,"bnviewer",2295
2019-02-01,2019-02-28,313,"bnviewer",2608
2019-03-01,2019-03-31,646,"bnviewer",3254
2019-04-01,2019-04-30,740,"bnviewer",3994
2019-05-01,2019-05-31,523,"bnviewer",4517
2019-06-01,2019-06-30,1076,"bnviewer",5593
2019-07-01,2019-07-31,532,"bnviewer",6125
2019-08-01,2019-08-31,1369,"bnviewer",7494
2019-09-01,2019-09-30,527,"bnviewer",8021
2019-10-01,2019-10-31,388,"bnviewer",8409
2019-11-01,2019-11-30,454,"bnviewer",8863
2019-12-01,2019-12-31,441,"bnviewer",9304
2020-01-01,2020-01-31,541,"bnviewer",9845
2020-02-01,2020-02-29,507,"bnviewer",10352
2020-03-01,2020-03-31,509,"bnviewer",10861
2020-04-01,2020-04-30,580,"bnviewer",11441
2020-05-01,2020-05-31,792,"bnviewer",12233
2020-06-01,2020-06-30,665,"bnviewer",12898
2020-07-01,2020-07-23,351,"bnviewer",13249
2018-05-01,2018-05-31,263,"chromoMap",263
2018-06-01,2018-06-30,143,"chromoMap",406
2018-07-01,2018-07-31,148,"chromoMap",554
2018-08-01,2018-08-31,102,"chromoMap",656
2018-09-01,2018-09-30,282,"chromoMap",938
2018-10-01,2018-10-31,274,"chromoMap",1212
2018-11-01,2018-11-30,276,"chromoMap",1488
2018-12-01,2018-12-31,258,"chromoMap",1746
2019-01-01,2019-01-31,314,"chromoMap",2060
2019-02-01,2019-02-28,269,"chromoMap",2329
2019-03-01,2019-03-31,378,"chromoMap",2707
2019-04-01,2019-04-30,797,"chromoMap",3504
2019-05-01,2019-05-31,528,"chromoMap",4032
2019-06-01,2019-06-30,308,"chromoMap",4340
2019-07-01,2019-07-31,489,"chromoMap",4829
2019-08-01,2019-08-31,359,"chromoMap",5188
2019-09-01,2019-09-30,426,"chromoMap",5614
2019-10-01,2019-10-31,437,"chromoMap",6051
2019-11-01,2019-11-30,410,"chromoMap",6461
2019-12-01,2019-12-31,391,"chromoMap",6852
2020-01-01,2020-01-31,550,"chromoMap",7402
2020-02-01,2020-02-29,510,"chromoMap",7912
2020-03-01,2020-03-31,530,"chromoMap",8442
2020-04-01,2020-04-30,604,"chromoMap",9046
2020-05-01,2020-05-31,801,"chromoMap",9847
2020-06-01,2020-06-30,693,"chromoMap",10540
2020-07-01,2020-07-23,335,"chromoMap",10875
2012-10-01,2012-10-31,5,"clusterfly",5
2012-11-01,2012-11-30,2,"clusterfly",7
2012-12-01,2012-12-31,19,"clusterfly",26
2013-02-01,2013-02-28,3,"clusterfly",29
2013-03-01,2013-03-31,1,"clusterfly",30
2013-04-01,2013-04-30,4,"clusterfly",34
2013-05-01,2013-05-31,9,"clusterfly",43
2013-06-01,2013-06-30,1,"clusterfly",44
2013-07-01,2013-07-31,2,"clusterfly",46
2013-08-01,2013-08-31,2,"clusterfly",48
2013-09-01,2013-09-30,37,"clusterfly",85
2013-10-01,2013-10-31,9,"clusterfly",94
2013-11-01,2013-11-30,4,"clusterfly",98
2013-12-01,2013-12-31,12,"clusterfly",110
2014-01-01,2014-01-31,17,"clusterfly",127
2014-02-01,2014-02-28,16,"clusterfly",143
2014-03-01,2014-03-31,38,"clusterfly",181
2014-04-01,2014-04-30,61,"clusterfly",242
2014-05-01,2014-05-31,192,"clusterfly",434
2014-06-01,2014-06-30,195,"clusterfly",629
2014-07-01,2014-07-31,230,"clusterfly",859
2014-08-01,2014-08-31,365,"clusterfly",1224
2014-09-01,2014-09-30,290,"clusterfly",1514
2014-10-01,2014-10-31,313,"clusterfly",1827
2014-11-01,2014-11-30,396,"clusterfly",2223
2014-12-01,2014-12-31,288,"clusterfly",2511
2015-01-01,2015-01-31,416,"clusterfly",2927
2015-02-01,2015-02-28,346,"clusterfly",3273
2015-03-01,2015-03-31,422,"clusterfly",3695
2015-04-01,2015-04-30,467,"clusterfly",4162
2015-05-01,2015-05-31,453,"clusterfly",4615
2015-06-01,2015-06-30,419,"clusterfly",5034
2015-07-01,2015-07-31,358,"clusterfly",5392
2015-08-01,2015-08-31,433,"clusterfly",5825
2015-09-01,2015-09-30,391,"clusterfly",6216
2015-10-01,2015-10-31,444,"clusterfly",6660
2015-11-01,2015-11-30,396,"clusterfly",7056
2015-12-01,2015-12-31,337,"clusterfly",7393
2016-01-01,2016-01-31,412,"clusterfly",7805
2016-02-01,2016-02-29,365,"clusterfly",8170
2016-03-01,2016-03-31,272,"clusterfly",8442
2016-04-01,2016-04-30,249,"clusterfly",8691
2016-05-01,2016-05-31,257,"clusterfly",8948
2016-06-01,2016-06-30,258,"clusterfly",9206
2016-07-01,2016-07-31,274,"clusterfly",9480
2016-08-01,2016-08-31,218,"clusterfly",9698
2016-09-01,2016-09-30,267,"clusterfly",9965
2016-10-01,2016-10-31,295,"clusterfly",10260
2016-11-01,2016-11-30,317,"clusterfly",10577
2016-12-01,2016-12-31,307,"clusterfly",10884
2017-01-01,2017-01-31,346,"clusterfly",11230
2017-02-01,2017-02-28,266,"clusterfly",11496
2017-03-01,2017-03-31,263,"clusterfly",11759
2017-04-01,2017-04-30,378,"clusterfly",12137
2017-05-01,2017-05-31,371,"clusterfly",12508
2017-06-01,2017-06-30,236,"clusterfly",12744
2017-07-01,2017-07-31,283,"clusterfly",13027
2017-08-01,2017-08-31,215,"clusterfly",13242
2017-09-01,2017-09-30,247,"clusterfly",13489
2017-10-01,2017-10-31,238,"clusterfly",13727
2017-11-01,2017-11-30,221,"clusterfly",13948
2017-12-01,2017-12-31,158,"clusterfly",14106
2018-01-01,2018-01-31,184,"clusterfly",14290
2018-02-01,2018-02-28,195,"clusterfly",14485
2018-03-01,2018-03-31,258,"clusterfly",14743
2018-04-01,2018-04-30,306,"clusterfly",15049
2018-05-01,2018-05-31,286,"clusterfly",15335
2018-06-01,2018-06-30,200,"clusterfly",15535
2018-07-01,2018-07-31,180,"clusterfly",15715
2018-08-01,2018-08-31,171,"clusterfly",15886
2018-09-01,2018-09-30,383,"clusterfly",16269
2018-10-01,2018-10-31,413,"clusterfly",16682
2018-11-01,2018-11-30,380,"clusterfly",17062
2018-12-01,2018-12-31,333,"clusterfly",17395
2019-01-01,2019-01-31,378,"clusterfly",17773
2019-02-01,2019-02-28,360,"clusterfly",18133
2019-03-01,2019-03-31,427,"clusterfly",18560
2019-04-01,2019-04-30,441,"clusterfly",19001
2019-05-01,2019-05-31,638,"clusterfly",19639
2019-06-01,2019-06-30,307,"clusterfly",19946
2019-07-01,2019-07-31,513,"clusterfly",20459
2019-08-01,2019-08-31,388,"clusterfly",20847
2019-09-01,2019-09-30,453,"clusterfly",21300
2019-10-01,2019-10-31,352,"clusterfly",21652
2019-11-01,2019-11-30,398,"clusterfly",22050
2019-12-01,2019-12-31,378,"clusterfly",22428
2020-01-01,2020-01-31,476,"clusterfly",22904
2020-02-01,2020-02-29,343,"clusterfly",23247
2020-03-01,2020-03-31,335,"clusterfly",23582
2020-04-01,2020-04-30,499,"clusterfly",24081
2020-05-01,2020-05-31,640,"clusterfly",24721
2020-06-01,2020-06-30,463,"clusterfly",25184
2020-07-01,2020-07-23,213,"clusterfly",25397
2019-04-01,2019-04-30,34,"CLUSTShiny",34
2019-05-01,2019-05-31,367,"CLUSTShiny",401
2019-06-01,2019-06-30,163,"CLUSTShiny",564
2019-07-01,2019-07-31,370,"CLUSTShiny",934
2019-08-01,2019-08-31,255,"CLUSTShiny",1189
2019-09-01,2019-09-30,340,"CLUSTShiny",1529
2019-10-01,2019-10-31,303,"CLUSTShiny",1832
2019-11-01,2019-11-30,406,"CLUSTShiny",2238
2019-12-01,2019-12-31,522,"CLUSTShiny",2760
2020-01-01,2020-01-31,441,"CLUSTShiny",3201
2020-02-01,2020-02-29,412,"CLUSTShiny",3613
2020-03-01,2020-03-31,425,"CLUSTShiny",4038
2020-04-01,2020-04-30,474,"CLUSTShiny",4512
2020-05-01,2020-05-31,678,"CLUSTShiny",5190
2020-06-01,2020-06-30,555,"CLUSTShiny",5745
2020-07-01,2020-07-23,318,"CLUSTShiny",6063
2017-03-01,2017-03-31,281,"collapsibleTree",281
2017-04-01,2017-04-30,502,"collapsibleTree",783
2017-05-01,2017-05-31,300,"collapsibleTree",1083
2017-06-01,2017-06-30,285,"collapsibleTree",1368
2017-07-01,2017-07-31,785,"collapsibleTree",2153
2017-08-01,2017-08-31,385,"collapsibleTree",2538
2017-09-01,2017-09-30,1099,"collapsibleTree",3637
2017-10-01,2017-10-31,425,"collapsibleTree",4062
2017-11-01,2017-11-30,343,"collapsibleTree",4405
2017-12-01,2017-12-31,258,"collapsibleTree",4663
2018-01-01,2018-01-31,371,"collapsibleTree",5034
2018-02-01,2018-02-28,357,"collapsibleTree",5391
2018-03-01,2018-03-31,541,"collapsibleTree",5932
2018-04-01,2018-04-30,625,"collapsibleTree",6557
2018-05-01,2018-05-31,556,"collapsibleTree",7113
2018-06-01,2018-06-30,493,"collapsibleTree",7606
2018-07-01,2018-07-31,348,"collapsibleTree",7954
2018-08-01,2018-08-31,708,"collapsibleTree",8662
2018-09-01,2018-09-30,947,"collapsibleTree",9609
2018-10-01,2018-10-31,1258,"collapsibleTree",10867
2018-11-01,2018-11-30,1068,"collapsibleTree",11935
2018-12-01,2018-12-31,841,"collapsibleTree",12776
2019-01-01,2019-01-31,991,"collapsibleTree",13767
2019-02-01,2019-02-28,917,"collapsibleTree",14684
2019-03-01,2019-03-31,1006,"collapsibleTree",15690
2019-04-01,2019-04-30,1149,"collapsibleTree",16839
2019-05-01,2019-05-31,1356,"collapsibleTree",18195
2019-06-01,2019-06-30,1037,"collapsibleTree",19232
2019-07-01,2019-07-31,1349,"collapsibleTree",20581
2019-08-01,2019-08-31,1278,"collapsibleTree",21859
2019-09-01,2019-09-30,1388,"collapsibleTree",23247
2019-10-01,2019-10-31,1270,"collapsibleTree",24517
2019-11-01,2019-11-30,1165,"collapsibleTree",25682
2019-12-01,2019-12-31,1068,"collapsibleTree",26750
2020-01-01,2020-01-31,1626,"collapsibleTree",28376
2020-02-01,2020-02-29,1331,"collapsibleTree",29707
2020-03-01,2020-03-31,1206,"collapsibleTree",30913
2020-04-01,2020-04-30,1242,"collapsibleTree",32155
2020-05-01,2020-05-31,1548,"collapsibleTree",33703
2020-06-01,2020-06-30,1422,"collapsibleTree",35125
2020-07-01,2020-07-23,769,"collapsibleTree",35894
2016-12-01,2016-12-31,657,"crosstalk",657
2017-01-01,2017-01-31,2100,"crosstalk",2757
2017-02-01,2017-02-28,7782,"crosstalk",10539
2017-03-01,2017-03-31,19428,"crosstalk",29967
2017-04-01,2017-04-30,27840,"crosstalk",57807
2017-05-01,2017-05-31,53257,"crosstalk",111064
2017-06-01,2017-06-30,44184,"crosstalk",155248
2017-07-01,2017-07-31,40090,"crosstalk",195338
2017-08-01,2017-08-31,43340,"crosstalk",238678
2017-09-01,2017-09-30,47910,"crosstalk",286588
2017-10-01,2017-10-31,54995,"crosstalk",341583
2017-11-01,2017-11-30,57135,"crosstalk",398718
2017-12-01,2017-12-31,41939,"crosstalk",440657
2018-01-01,2018-01-31,80269,"crosstalk",520926
2018-02-01,2018-02-28,94295,"crosstalk",615221
2018-03-01,2018-03-31,107249,"crosstalk",722470
2018-04-01,2018-04-30,113577,"crosstalk",836047
2018-05-01,2018-05-31,110915,"crosstalk",946962
2018-06-01,2018-06-30,95833,"crosstalk",1042795
2018-07-01,2018-07-31,93437,"crosstalk",1136232
2018-08-01,2018-08-31,85254,"crosstalk",1221486
2018-09-01,2018-09-30,110569,"crosstalk",1332055
2018-10-01,2018-10-31,139543,"crosstalk",1471598
2018-11-01,2018-11-30,139531,"crosstalk",1611129
2018-12-01,2018-12-31,115669,"crosstalk",1726798
2019-01-01,2019-01-31,161640,"crosstalk",1888438
2019-02-01,2019-02-28,197819,"crosstalk",2086257
2019-03-01,2019-03-31,180785,"crosstalk",2267042
2019-04-01,2019-04-30,171898,"crosstalk",2438940
2019-05-01,2019-05-31,189077,"crosstalk",2628017
2019-06-01,2019-06-30,155432,"crosstalk",2783449
2019-07-01,2019-07-31,169157,"crosstalk",2952606
2019-08-01,2019-08-31,169926,"crosstalk",3122532
2019-09-01,2019-09-30,323707,"crosstalk",3446239
2019-10-01,2019-10-31,630549,"crosstalk",4076788
2019-11-01,2019-11-30,334649,"crosstalk",4411437
2019-12-01,2019-12-31,271398,"crosstalk",4682835
2020-01-01,2020-01-31,286425,"crosstalk",4969260
2020-02-01,2020-02-29,294446,"crosstalk",5263706
2020-03-01,2020-03-31,365642,"crosstalk",5629348
2020-04-01,2020-04-30,341282,"crosstalk",5970630
2020-05-01,2020-05-31,352619,"crosstalk",6323249
2020-06-01,2020-06-30,315101,"crosstalk",6638350
2020-07-01,2020-07-23,164475,"crosstalk",6802825
2019-04-01,2019-04-30,231,"CTAShiny",231
2019-05-01,2019-05-31,355,"CTAShiny",586
